round,pick,combineId
5.0,112,11610.0
5.0,113,11299.0
5.0,114,11358.0
5.0,115,11453.0
5.0,116,11645.0
5.0,117,11370.0
5.0,118,11295.0
5.0,119,11591.0
5.0,120,
5.0,121,11633.0
5.0,122,11371.0
5.0,123,11644.0
5.0,124,11287.0
5.0,125,11281.0
5.0,126,11434.0
5.0,127,11341.0
5.0,128,11313.0
5.0,129,11627.0
5.0,130,11231.0
5.0,131,
5.0,132,11266.0
5.0,133,11487.0
5.0,134,11496.0
5.0,135,
5.0,136,11550.0
5.0,137,11253.0
5.0,138,
5.0,139,11498.0
6.0,140,11440.0
6.0,141,
6.0,142,11576.0
6.0,143,11345.0
6.0,144,
6.0,145,
6.0,146,11380.0
6.0,147,11367.0
6.0,148,11269.0
6.0,149,11316.0
6.0,150,
6.0,151,
6.0,152,11221.0
6.0,153,11577.0
6.0,154,11469.0
6.0,155,11563.0
6.0,156,11376.0
6.0,157,11337.0
6.0,158,11593.0
6.0,159,11528.0
6.0,160,11538.0
6.0,161,11451.0
6.0,162,
6.0,163,11554.0
6.0,164,11350.0
6.0,165,11256.0
6.0,166,11368.0
6.0,167,11483.0
7.0,168,11482.0
7.0,169,11252.0
7.0,170,
7.0,171,11263.0
7.0,172,11489.0
7.0,173,
7.0,174,
7.0,175,
7.0,176,11272.0
7.0,177,11428.0
7.0,178,11587.0
7.0,179,
7.0,180,
7.0,181,11259.0
7.0,182,11384.0
7.0,183,
7.0,184,11612.0
7.0,185,11425.0
7.0,186,11600.0
7.0,187,11435.0
7.0,188,11280.0
7.0,189,
7.0,190,11436.0
7.0,191,11361.0
7.0,192,11244.0
7.0,193,11276.0
7.0,194,11529.0
7.0,195,11279.0
8.0,196,11292.0
8.0,197,11294.0
8.0,198,11225.0
8.0,199,11233.0
8.0,200,11615.0
8.0,201,11604.0
8.0,202,11412.0
8.0,203,11614.0
8.0,204,11335.0
8.0,205,11407.0
8.0,206,11423.0
8.0,207,
8.0,208,11268.0
8.0,209,11336.0
8.0,210,11613.0
8.0,211,11320.0
8.0,212,11321.0
8.0,213,11426.0
8.0,214,11262.0
8.0,215,11571.0
8.0,216,11446.0
8.0,217,11399.0
8.0,218,11322.0
8.0,219,
8.0,220,11569.0
8.0,221,11374.0
8.0,222,11448.0
8.0,223,11477.0
9.0,224,11354.0
9.0,225,
9.0,226,11457.0
9.0,227,11352.0
9.0,228,11342.0
9.0,229,11639.0
9.0,230,
9.0,231,11481.0
9.0,232,11400.0
9.0,233,
9.0,234,11355.0
9.0,235,11468.0
9.0,236,11363.0
9.0,237,11617.0
9.0,238,11476.0
9.0,239,
9.0,240,11414.0
9.0,241,
9.0,242,11624.0
9.0,243,11246.0
9.0,244,
9.0,245,11575.0
9.0,246,11485.0
9.0,247,11455.0
9.0,248,11537.0
9.0,249,
9.0,250,11255.0
10.0,251,
10.0,252,
10.0,253,11466.0
10.0,254,11520.0
10.0,255,
10.0,256,
10.0,257,11386.0
10.0,258,
10.0,259,11519.0
10.0,260,
10.0,261,11238.0
10.0,262,11521.0
10.0,263,11351.0
10.0,264,11460.0
10.0,265,11391.0
10.0,266,11539.0
10.0,267,
10.0,268,11450.0
10.0,269,11570.0
10.0,270,
10.0,271,
10.0,272,11234.0
10.0,273,11527.0
10.0,274,11356.0
10.0,275,
10.0,276,
10.0,277,11319.0
10.0,278,11302.0
11.0,279,11495.0
11.0,280,
11.0,281,11301.0
11.0,282,11447.0
11.0,283,11561.0
11.0,284,11494.0
11.0,285,11621.0
11.0,286,11274.0
11.0,287,11578.0
11.0,288,11438.0
11.0,289,11628.0
11.0,290,
11.0,291,11254.0
11.0,292,
11.0,293,11546.0
11.0,294,11567.0
11.0,295,11565.0
11.0,296,11586.0
11.0,297,11574.0
11.0,298,
11.0,299,11365.0
11.0,300,11507.0
11.0,301,11459.0
11.0,302,
11.0,303,
11.0,304,11564.0
11.0,305,11444.0
11.0,306,
12.0,307,11330.0
12.0,308,
12.0,309,11261.0
12.0,310,
12.0,311,11510.0
12.0,312,11592.0
12.0,313,
12.0,314,
12.0,315,11383.0
12.0,316,11291.0
12.0,317,11551.0
12.0,318,11223.0
12.0,319,
12.0,320,11264.0
12.0,321,11325.0
12.0,322,
12.0,323,
12.0,324,11378.0
12.0,325,
12.0,326,11471.0
12.0,327,11245.0
12.0,328,
12.0,329,11557.0
12.0,330,
12.0,331,11267.0
12.0,332,
12.0,333,
12.0,334,
1.0,1,
1.0,2,11734.0
1.0,3,11795.0
1.0,4,11840.0
1.0,5,11708.0
1.0,6,11874.0
1.0,7,12050.0
1.0,8,12066.0
1.0,9,12046.0
1.0,10,11967.0
1.0,11,11988.0
1.0,12,11729.0
1.0,13,11723.0
1.0,14,11700.0
1.0,15,11926.0
1.0,16,11909.0
1.0,17,12003.0
1.0,18,11810.0
1.0,19,12010.0
1.0,20,11718.0
1.0,21,11764.0
1.0,22,12014.0
1.0,23,11925.0
1.0,24,11862.0
1.0,25,
1.0,26,11956.0
1.0,27,11777.0
1.0,28,12071.0
2.0,29,11652.0
2.0,30,11846.0
2.0,31,11952.0
2.0,32,11997.0
2.0,33,11955.0
2.0,34,11741.0
2.0,35,12007.0
2.0,36,12002.0
2.0,37,12082.0
2.0,38,11872.0
2.0,39,11821.0
2.0,40,11683.0
2.0,41,12013.0
2.0,42,11663.0
2.0,43,11680.0
2.0,44,11824.0
2.0,45,11880.0
2.0,46,11980.0
2.0,47,11732.0
2.0,48,12016.0
2.0,49,11660.0
2.0,50,11969.0
2.0,51,12001.0
2.0,52,11974.0
2.0,53,11986.0
2.0,54,11763.0
2.0,55,11944.0
2.0,56,11815.0
3.0,57,11690.0
3.0,58,11836.0
3.0,59,12064.0
3.0,60,11871.0
3.0,61,11740.0
3.0,62,11698.0
3.0,63,11773.0
3.0,64,11733.0
3.0,65,11851.0
3.0,66,12015.0
3.0,67,12017.0
3.0,68,11893.0
3.0,69,11953.0
3.0,70,12059.0
3.0,71,12044.0
3.0,72,11882.0
3.0,73,11756.0
3.0,74,11992.0
3.0,75,11850.0
3.0,76,11686.0
3.0,77,11818.0
3.0,78,11758.0
3.0,79,11657.0
3.0,80,11886.0
3.0,81,
3.0,82,11701.0
3.0,83,11797.0
3.0,84,12063.0
4.0,85,11739.0
4.0,86,
4.0,87,11817.0
4.0,88,11908.0
4.0,89,12033.0
4.0,90,11877.0
4.0,91,11722.0
4.0,92,11699.0
4.0,93,11653.0
4.0,94,11746.0
4.0,95,11910.0
4.0,96,11728.0
4.0,97,11834.0
4.0,98,11664.0
4.0,99,11813.0
4.0,100,11662.0
4.0,101,11774.0
4.0,102,12061.0
4.0,103,11675.0
4.0,104,
4.0,105,11905.0
4.0,106,11891.0
4.0,107,11790.0
4.0,108,11930.0
4.0,109,11935.0
4.0,110,11854.0
4.0,111,11875.0
4.0,112,11809.0
5.0,113,
5.0,114,11738.0
5.0,115,12037.0
5.0,116,11979.0
5.0,117,12067.0
5.0,118,11806.0
5.0,119,11915.0
5.0,120,11697.0
5.0,121,11924.0
5.0,122,11743.0
5.0,123,11812.0
5.0,124,11948.0
5.0,125,11907.0
5.0,126,12085.0
5.0,127,11757.0
5.0,128,11839.0
5.0,129,11665.0
5.0,130,11912.0
5.0,131,11887.0
5.0,132,11759.0
5.0,133,11691.0
5.0,134,11823.0
5.0,135,11703.0
5.0,136,11968.0
5.0,137,11970.0
5.0,138,11998.0
5.0,139,11745.0
5.0,140,11860.0
6.0,141,11807.0
6.0,142,11712.0
6.0,143,12006.0
6.0,144,11714.0
6.0,145,12031.0
6.0,146,11695.0
6.0,147,12065.0
6.0,148,11894.0
6.0,149,
6.0,150,11669.0
6.0,151,11978.0
6.0,152,11791.0
6.0,153,11755.0
6.0,154,
6.0,155,11731.0
6.0,156,
6.0,157,11721.0
6.0,158,11963.0
6.0,159,12009.0
6.0,160,12026.0
6.0,161,11676.0
6.0,162,11661.0
6.0,163,12072.0
6.0,164,12049.0
6.0,165,11692.0
6.0,166,11681.0
6.0,167,12045.0
6.0,168,
7.0,169,
7.0,170,11794.0
7.0,171,11659.0
7.0,172,11941.0
7.0,173,11735.0
7.0,174,11899.0
7.0,175,12054.0
7.0,176,11825.0
7.0,177,11864.0
7.0,178,
7.0,179,11715.0
7.0,180,12069.0
7.0,181,11857.0
7.0,182,11945.0
7.0,183,12078.0
7.0,184,12025.0
7.0,185,12004.0
7.0,186,11654.0
7.0,187,11684.0
7.0,188,11801.0
7.0,189,12043.0
7.0,190,11833.0
7.0,191,11932.0
7.0,192,11702.0
7.0,193,11688.0
7.0,194,11805.0
7.0,195,11985.0
7.0,196,11835.0
8.0,197,11673.0
8.0,198,
8.0,199,11937.0
8.0,200,
8.0,201,11789.0
8.0,202,
8.0,203,11949.0
8.0,204,
8.0,205,11793.0
8.0,206,11845.0
8.0,207,
8.0,208,
8.0,209,11957.0
8.0,210,11781.0
8.0,211,11800.0
8.0,212,11842.0
8.0,213,
8.0,214,11709.0
8.0,215,12073.0
8.0,216,11933.0
8.0,217,11766.0
8.0,218,12019.0
8.0,219,11705.0
8.0,220,11964.0
8.0,221,11726.0
8.0,222,11946.0
8.0,223,11843.0
8.0,224,11931.0
9.0,225,11921.0
9.0,226,11919.0
9.0,227,11852.0
9.0,228,11976.0
9.0,229,11830.0
9.0,230,11752.0
9.0,231,
9.0,232,
9.0,233,11832.0
9.0,234,
9.0,235,12058.0
9.0,236,
9.0,237,12062.0
9.0,238,11960.0
9.0,239,12074.0
9.0,240,11693.0
9.0,241,11668.0
9.0,242,11808.0
9.0,243,11650.0
9.0,244,11881.0
9.0,245,11861.0
9.0,246,11867.0
9.0,247,11742.0
9.0,248,11873.0
9.0,249,
9.0,250,
9.0,251,12053.0
9.0,252,
10.0,253,11804.0
10.0,254,11651.0
10.0,255,11885.0
10.0,256,
10.0,257,11939.0
10.0,258,
10.0,259,12086.0
10.0,260,11889.0
10.0,261,11670.0
10.0,262,11983.0
10.0,263,11814.0
10.0,264,
10.0,265,11972.0
10.0,266,11858.0
10.0,267,
10.0,268,
10.0,269,11900.0
10.0,270,11816.0
10.0,271,11943.0
10.0,272,
10.0,273,11782.0
10.0,274,
10.0,275,12029.0
10.0,276,11760.0
10.0,277,11799.0
10.0,278,11916.0
10.0,279,11973.0
10.0,280,
11.0,281,12039.0
11.0,282,
11.0,283,
11.0,284,11975.0
11.0,285,11901.0
11.0,286,11671.0
11.0,287,11928.0
11.0,288,11950.0
11.0,289,
11.0,290,
11.0,291,11792.0
11.0,292,11996.0
11.0,293,11685.0
11.0,294,11918.0
11.0,295,
11.0,296,11667.0
11.0,297,11863.0
11.0,298,11965.0
11.0,299,12041.0
11.0,300,
11.0,301,11747.0
11.0,302,
11.0,303,11796.0
11.0,304,
11.0,305,12038.0
11.0,306,
11.0,307,11896.0
11.0,308,12008.0
12.0,309,11694.0
12.0,310,
12.0,311,12075.0
12.0,312,
12.0,313,
12.0,314,
12.0,315,11841.0
12.0,316,11903.0
12.0,317,
12.0,318,
12.0,319,
12.0,320,
12.0,321,
12.0,322,
12.0,323,12024.0
12.0,324,
12.0,325,
12.0,326,
12.0,327,
12.0,328,11672.0
12.0,329,11994.0
12.0,330,11649.0
12.0,331,12077.0
12.0,332,12080.0
12.0,333,
12.0,334,
12.0,335,11971.0
12.0,336,11770.0
1.0,1,12116.0
1.0,2,12305.0
1.0,3,12224.0
1.0,4,12252.0
1.0,5,12159.0
1.0,6,12163.0
1.0,7,12156.0
1.0,8,12339.0
1.0,9,12259.0
1.0,10,12111.0
1.0,11,12412.0
1.0,12,12104.0
1.0,13,12236.0
1.0,14,12186.0
1.0,15,12355.0
1.0,16,12169.0
1.0,17,12144.0
1.0,18,12182.0
1.0,19,12235.0
1.0,20,12366.0
1.0,21,12367.0
1.0,22,12204.0
1.0,23,12189.0
1.0,24,12337.0
1.0,25,12286.0
1.0,26,12382.0
1.0,27,12258.0
1.0,28,12370.0
1.0,29,12385.0
2.0,30,12205.0
2.0,31,12362.0
2.0,32,12154.0
2.0,33,12293.0
2.0,34,12177.0
2.0,35,12356.0
2.0,36,12346.0
2.0,37,12287.0
2.0,38,12219.0
2.0,39,12176.0
2.0,40,12381.0
2.0,41,12294.0
2.0,42,12191.0
2.0,43,12297.0
2.0,44,12129.0
2.0,45,12128.0
2.0,46,12414.0
2.0,47,12103.0
2.0,48,12218.0
2.0,49,12330.0
2.0,50,12097.0
2.0,51,12345.0
2.0,52,12243.0
2.0,53,12193.0
2.0,54,12364.0
2.0,55,12322.0
2.0,56,12126.0
3.0,57,12200.0
3.0,58,12232.0
3.0,59,12395.0
3.0,60,12389.0
3.0,61,12198.0
3.0,62,12275.0
3.0,63,12324.0
3.0,64,12153.0
3.0,65,12136.0
3.0,66,12137.0
3.0,67,12089.0
3.0,68,12155.0
3.0,69,12254.0
3.0,70,12185.0
3.0,71,12215.0
3.0,72,12396.0
3.0,73,12408.0
3.0,74,12352.0
3.0,75,12192.0
3.0,76,12222.0
3.0,77,12336.0
3.0,78,12261.0
3.0,79,12133.0
3.0,80,12139.0
3.0,81,12175.0
3.0,82,12280.0
3.0,83,12142.0
3.0,84,12296.0
4.0,85,12405.0
4.0,86,12250.0
4.0,87,12307.0
4.0,88,12403.0
4.0,89,12312.0
4.0,90,12354.0
4.0,91,12220.0
4.0,92,
4.0,93,12114.0
4.0,94,12268.0
4.0,95,12251.0
4.0,96,12380.0
4.0,97,12329.0
4.0,98,12343.0
4.0,99,12140.0
4.0,100,12099.0
4.0,101,12320.0
4.0,102,12216.0
4.0,103,12188.0
4.0,104,12158.0
4.0,105,12124.0
4.0,106,12351.0
4.0,107,12285.0
4.0,108,12229.0
4.0,109,12132.0
4.0,110,12131.0
4.0,111,12160.0
4.0,112,12190.0
5.0,113,12360.0
5.0,114,12404.0
5.0,115,12106.0
5.0,116,12363.0
5.0,117,12179.0
5.0,118,12135.0
5.0,119,12418.0
5.0,120,12311.0
5.0,121,12199.0
5.0,122,12266.0
5.0,123,12388.0
5.0,124,12094.0
5.0,125,12397.0
5.0,126,12413.0
5.0,127,12107.0
5.0,128,12240.0
5.0,129,12350.0
5.0,130,12264.0
5.0,131,
5.0,132,12206.0
5.0,133,12274.0
5.0,134,12181.0
5.0,135,12319.0
5.0,136,12171.0
5.0,137,12238.0
5.0,138,
5.0,139,12348.0
5.0,140,12420.0
6.0,141,
6.0,142,
6.0,143,
6.0,144,12091.0
6.0,145,
6.0,146,12233.0
6.0,147,12246.0
6.0,148,12349.0
6.0,149,12123.0
6.0,150,12168.0
6.0,151,12281.0
6.0,152,12241.0
6.0,153,12291.0
6.0,154,12121.0
6.0,155,12308.0
6.0,156,
6.0,157,
6.0,158,12125.0
6.0,159,
6.0,160,12422.0
6.0,161,12145.0
6.0,162,12416.0
6.0,163,12316.0
6.0,164,12317.0
6.0,165,12174.0
6.0,166,
6.0,167,12267.0
6.0,168,12304.0
7.0,169,12411.0
7.0,170,
7.0,171,12299.0
7.0,172,12409.0
7.0,173,12249.0
7.0,174,12214.0
7.0,175,12211.0
7.0,176,
7.0,177,
7.0,178,12401.0
7.0,179,12187.0
7.0,180,12231.0
7.0,181,12112.0
7.0,182,12260.0
7.0,183,
7.0,184,12272.0
7.0,185,12424.0
7.0,186,12237.0
7.0,187,
7.0,188,12300.0
7.0,189,
7.0,190,12295.0
7.0,191,
7.0,192,12394.0
7.0,193,12228.0
7.0,194,12419.0
7.0,195,12221.0
7.0,196,
8.0,197,
8.0,198,
8.0,199,12130.0
8.0,200,12230.0
8.0,201,12303.0
8.0,202,12327.0
8.0,203,
8.0,204,12184.0
8.0,205,12100.0
8.0,206,
8.0,207,12093.0
8.0,208,12342.0
8.0,209,12384.0
8.0,210,12376.0
8.0,211,12391.0
8.0,212,12234.0
8.0,213,12202.0
8.0,214,12113.0
8.0,215,12092.0
8.0,216,12328.0
8.0,217,12361.0
8.0,218,
8.0,219,12207.0
8.0,220,
8.0,221,12262.0
8.0,222,12208.0
8.0,223,12279.0
8.0,224,12087.0
1.0,1,12730.0
1.0,2,12535.0
1.0,3,12691.0
1.0,4,12624.0
1.0,5,12428.0
1.0,6,12513.0
1.0,7,12737.0
1.0,8,12427.0
1.0,9,12603.0
1.0,10,12628.0
1.0,11,12709.0
1.0,12,12558.0
1.0,13,12584.0
1.0,14,12731.0
1.0,15,12554.0
1.0,16,12707.0
1.0,17,12583.0
1.0,18,12722.0
1.0,19,12703.0
1.0,20,
1.0,21,12638.0
1.0,22,12547.0
1.0,23,12489.0
1.0,24,12610.0
1.0,25,12573.0
1.0,26,12544.0
1.0,27,12479.0
1.0,28,12541.0
1.0,29,12432.0
2.0,30,12683.0
2.0,31,12587.0
2.0,32,12615.0
2.0,33,12470.0
2.0,34,12674.0
2.0,35,12605.0
2.0,36,12620.0
2.0,37,12718.0
2.0,38,12608.0
2.0,39,12699.0
2.0,40,12652.0
2.0,41,12736.0
2.0,42,12556.0
2.0,43,12507.0
2.0,44,12443.0
2.0,45,12530.0
2.0,46,12434.0
2.0,47,12665.0
2.0,48,12467.0
2.0,49,12735.0
2.0,50,12473.0
2.0,51,12430.0
2.0,52,12543.0
2.0,53,12631.0
2.0,54,12446.0
2.0,55,12694.0
2.0,56,12651.0
2.0,57,12616.0
2.0,58,12452.0
2.0,59,12687.0
2.0,60,12646.0
2.0,61,12586.0
2.0,62,12524.0
2.0,63,12655.0
2.0,64,12678.0
2.0,65,12680.0
3.0,66,12498.0
3.0,67,12617.0
3.0,68,12732.0
3.0,69,12456.0
3.0,70,12496.0
3.0,71,12614.0
3.0,72,12661.0
3.0,73,12695.0
3.0,74,12539.0
3.0,75,12440.0
3.0,76,12462.0
3.0,77,12653.0
3.0,78,12497.0
3.0,79,12713.0
3.0,80,12588.0
3.0,81,12660.0
3.0,82,12494.0
3.0,83,12460.0
3.0,84,12585.0
3.0,85,12465.0
3.0,86,12690.0
3.0,87,12540.0
3.0,88,12557.0
3.0,89,12532.0
3.0,90,12475.0
3.0,91,12635.0
3.0,92,12510.0
3.0,93,12458.0
3.0,94,12451.0
3.0,95,12522.0
3.0,96,12659.0
3.0,97,12658.0
3.0,98,12613.0
3.0,99,
3.0,100,12589.0
3.0,101,
3.0,102,12571.0
3.0,103,12739.0
4.0,104,12681.0
4.0,105,12570.0
4.0,106,12441.0
4.0,107,12488.0
4.0,108,12463.0
4.0,109,12581.0
4.0,110,12726.0
4.0,111,12596.0
4.0,112,12734.0
4.0,113,12671.0
4.0,114,12568.0
4.0,115,
4.0,116,12647.0
4.0,117,12654.0
4.0,118,12509.0
4.0,119,12508.0
4.0,120,12677.0
4.0,121,12476.0
4.0,122,12537.0
4.0,123,12550.0
4.0,124,12472.0
4.0,125,12723.0
4.0,126,12729.0
4.0,127,12717.0
4.0,128,12619.0
4.0,129,12579.0
4.0,130,12502.0
4.0,131,12520.0
5.0,132,12663.0
5.0,133,12500.0
5.0,134,12565.0
5.0,135,12650.0
5.0,136,12662.0
5.0,137,12602.0
5.0,138,12577.0
5.0,139,12670.0
5.0,140,12448.0
5.0,141,
5.0,142,12485.0
5.0,143,12645.0
5.0,144,12559.0
5.0,145,
5.0,146,12627.0
5.0,147,12552.0
5.0,148,
5.0,149,12607.0
5.0,150,12601.0
5.0,151,12480.0
5.0,152,12637.0
5.0,153,
5.0,154,12689.0
5.0,155,12464.0
5.0,156,12716.0
5.0,157,12609.0
5.0,158,
5.0,159,12657.0
5.0,160,12714.0
5.0,161,12672.0
6.0,162,
6.0,163,
6.0,164,12721.0
6.0,165,12487.0
6.0,166,12569.0
6.0,167,12461.0
6.0,168,
6.0,169,12594.0
6.0,170,12574.0
6.0,171,
6.0,172,
6.0,173,12606.0
6.0,174,12622.0
6.0,175,
6.0,176,
6.0,177,
6.0,178,12629.0
6.0,179,12591.0
6.0,180,12667.0
6.0,181,
6.0,182,
6.0,183,12459.0
6.0,184,12673.0
6.0,185,
6.0,186,12733.0
6.0,187,
6.0,188,12425.0
6.0,189,12527.0
6.0,190,
6.0,191,
6.0,192,12600.0
6.0,193,12454.0
6.0,194,
7.0,195,
7.0,196,12708.0
7.0,197,12548.0
7.0,198,12720.0
7.0,199,12618.0
7.0,200,12664.0
7.0,201,12436.0
7.0,202,12503.0
7.0,203,
7.0,204,
7.0,205,
7.0,206,12633.0
7.0,207,
7.0,208,12542.0
7.0,209,12426.0
7.0,210,12478.0
7.0,211,12453.0
7.0,212,12481.0
7.0,213,
7.0,214,
7.0,215,
7.0,216,12625.0
7.0,217,
7.0,218,12640.0
7.0,219,12561.0
7.0,220,12564.0
7.0,221,
7.0,222,12634.0
1.0,1,12787.0
1.0,2,12765.0
1.0,3,12938.0
1.0,4,13032.0
1.0,5,12798.0
1.0,6,12786.0
1.0,7,12923.0
1.0,8,12845.0
1.0,9,12770.0
1.0,10,13008.0
1.0,11,12741.0
1.0,12,12987.0
1.0,13,12835.0
1.0,14,12782.0
1.0,15,12896.0
1.0,16,12822.0
1.0,17,13033.0
1.0,18,12909.0
1.0,19,13004.0
1.0,20,12831.0
1.0,21,12984.0
1.0,22,12961.0
1.0,23,12917.0
1.0,24,13010.0
1.0,25,12945.0
1.0,26,12785.0
1.0,27,12783.0
1.0,28,12776.0
1.0,29,12774.0
1.0,30,12964.0
1.0,31,12894.0
1.0,32,12950.0
2.0,33,12952.0
2.0,34,12993.0
2.0,35,12801.0
2.0,36,12913.0
2.0,37,12971.0
2.0,38,13034.0
2.0,39,12833.0
2.0,40,12817.0
2.0,41,12812.0
2.0,42,13017.0
2.0,43,12898.0
2.0,44,13049.0
2.0,45,12799.0
2.0,46,13038.0
2.0,47,12986.0
2.0,48,12821.0
2.0,49,12977.0
2.0,50,13015.0
2.0,51,12837.0
2.0,52,12975.0
2.0,53,12857.0
2.0,54,12853.0
2.0,55,12843.0
2.0,56,12989.0
2.0,57,12901.0
2.0,58,12775.0
2.0,59,13029.0
2.0,60,13006.0
2.0,61,
2.0,62,12891.0
2.0,63,12863.0
2.0,64,12990.0
3.0,65,12882.0
3.0,66,
3.0,67,12985.0
3.0,68,12963.0
3.0,69,13022.0
3.0,70,12997.0
3.0,71,12886.0
3.0,72,12892.0
3.0,73,13036.0
3.0,74,12925.0
3.0,75,13024.0
3.0,76,12911.0
3.0,77,
3.0,78,12903.0
3.0,79,12806.0
3.0,80,12789.0
3.0,81,
3.0,82,12936.0
3.0,83,12866.0
3.0,84,13048.0
3.0,85,13046.0
3.0,86,12748.0
3.0,87,12957.0
3.0,88,12877.0
3.0,89,13018.0
3.0,90,12842.0
3.0,91,13001.0
3.0,92,
3.0,93,12988.0
3.0,94,12841.0
3.0,95,12887.0
3.0,96,12804.0
3.0,97,12824.0
3.0,98,12867.0
4.0,99,12899.0
4.0,100,
4.0,101,12976.0
4.0,102,12992.0
4.0,103,12906.0
4.0,104,12869.0
4.0,105,13040.0
4.0,106,12871.0
4.0,107,12814.0
4.0,108,12893.0
4.0,109,12889.0
4.0,110,12763.0
4.0,111,12928.0
4.0,112,13041.0
4.0,113,12745.0
4.0,114,12934.0
4.0,115,12958.0
4.0,116,12890.0
4.0,117,12942.0
4.0,118,12947.0
4.0,119,12754.0
4.0,120,12848.0
4.0,121,12778.0
4.0,122,12946.0
4.0,123,13019.0
4.0,124,12779.0
4.0,125,12904.0
4.0,126,12915.0
4.0,127,
4.0,128,13047.0
4.0,129,12772.0
4.0,130,12864.0
4.0,131,12795.0
4.0,132,
4.0,133,13014.0
4.0,134,13002.0
5.0,135,
5.0,136,
5.0,137,12747.0
5.0,138,
5.0,139,12825.0
5.0,140,12991.0
5.0,141,12768.0
5.0,142,12859.0
5.0,143,12740.0
5.0,144,12881.0
5.0,145,12966.0
5.0,146,13044.0
5.0,147,12943.0
5.0,148,13011.0
5.0,149,13031.0
5.0,150,12810.0
5.0,151,12838.0
5.0,152,
5.0,153,12949.0
5.0,154,12916.0
5.0,155,
5.0,156,12932.0
5.0,157,13005.0
5.0,158,12862.0
5.0,159,13025.0
5.0,160,12753.0
5.0,161,12781.0
5.0,162,12830.0
5.0,163,12792.0
5.0,164,
5.0,165,
5.0,166,12873.0
5.0,167,
5.0,168,12884.0
5.0,169,12793.0
5.0,170,
5.0,171,
6.0,172,12967.0
6.0,173,
6.0,174,12926.0
6.0,175,
6.0,176,
6.0,177,
6.0,178,
6.0,179,12980.0
6.0,180,12937.0
6.0,181,12861.0
6.0,182,12834.0
6.0,183,
6.0,184,12819.0
6.0,185,12794.0
6.0,186,12874.0
6.0,187,
6.0,188,13009.0
6.0,189,
6.0,190,
6.0,191,
6.0,192,
6.0,193,12844.0
6.0,194,12914.0
6.0,195,12956.0
6.0,196,12813.0
6.0,197,
6.0,198,
6.0,199,12940.0
6.0,200,12761.0
6.0,201,12746.0
6.0,202,12968.0
6.0,203,12851.0
6.0,204,12823.0
6.0,205,12773.0
6.0,206,
6.0,207,
6.0,208,
7.0,209,
7.0,210,12766.0
7.0,211,12973.0
7.0,212,13035.0
7.0,213,13027.0
7.0,214,
7.0,215,12888.0
7.0,216,
7.0,217,
7.0,218,12982.0
7.0,219,12924.0
7.0,220,12951.0
7.0,221,
7.0,222,12791.0
7.0,223,
7.0,224,12919.0
7.0,225,
7.0,226,
7.0,227,
7.0,228,
7.0,229,12805.0
7.0,230,
7.0,231,
7.0,232,
7.0,233,13013.0
7.0,234,
7.0,235,12750.0
7.0,236,13012.0
7.0,237,
7.0,238,
7.0,239,12941.0
7.0,240,
7.0,241,12826.0
7.0,242,
7.0,243,
7.0,244,12883.0
7.0,245,
7.0,246,
7.0,247,
7.0,248,
7.0,249,
1.0,1,13187.0
1.0,2,13152.0
1.0,3,13271.0
1.0,4,13253.0
1.0,5,13190.0
1.0,6,13261.0
1.0,7,13137.0
1.0,8,13076.0
1.0,9,13122.0
1.0,10,13057.0
1.0,11,13239.0
1.0,12,13321.0
1.0,13,13155.0
1.0,14,13136.0
1.0,15,13238.0
1.0,16,13099.0
1.0,17,13083.0
1.0,18,13198.0
1.0,19,13157.0
1.0,20,13134.0
1.0,21,
1.0,22,13194.0
1.0,23,13158.0
1.0,24,13242.0
1.0,25,13220.0
1.0,26,13210.0
1.0,27,13229.0
1.0,28,13342.0
1.0,29,13304.0
1.0,30,13184.0
2.0,31,13124.0
2.0,32,13223.0
2.0,33,
2.0,34,13317.0
2.0,35,13054.0
2.0,36,13234.0
2.0,37,13262.0
2.0,38,13237.0
2.0,39,13070.0
2.0,40,13093.0
2.0,41,13308.0
2.0,42,13065.0
2.0,43,13243.0
2.0,44,13180.0
2.0,45,13217.0
2.0,46,13175.0
2.0,47,13314.0
2.0,48,13204.0
2.0,49,13139.0
2.0,50,13285.0
2.0,51,13219.0
2.0,52,13127.0
2.0,53,13250.0
2.0,54,13123.0
2.0,55,13183.0
2.0,56,13221.0
2.0,57,13189.0
2.0,58,13316.0
2.0,59,13107.0
2.0,60,13092.0
2.0,61,13116.0
3.0,62,13230.0
3.0,63,13071.0
3.0,64,13228.0
3.0,65,13297.0
3.0,66,13251.0
3.0,67,13291.0
3.0,68,13086.0
3.0,69,13077.0
3.0,70,13296.0
3.0,71,13052.0
3.0,72,13104.0
3.0,73,13255.0
3.0,74,13200.0
3.0,75,13336.0
3.0,76,13307.0
3.0,77,13069.0
3.0,78,13090.0
3.0,79,13080.0
3.0,80,13050.0
3.0,81,13276.0
3.0,82,13294.0
3.0,83,13241.0
3.0,84,13084.0
3.0,85,13169.0
3.0,86,
3.0,87,13305.0
3.0,88,13266.0
3.0,89,13258.0
3.0,90,
3.0,91,13082.0
3.0,92,13341.0
3.0,93,13338.0
3.0,94,13337.0
3.0,95,13319.0
4.0,96,13252.0
4.0,97,13141.0
4.0,98,13125.0
4.0,99,13112.0
4.0,100,13208.0
4.0,101,13177.0
4.0,102,
4.0,103,13331.0
4.0,104,13061.0
4.0,105,
